date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:39:52	476/476	---M--	302	error ('Found')	text/html	date:Sat,%2020%20Apr%202019%2006:11:22%20GMT	https://www.experiencecommerce.com//showcase/lafarge-holcim	D:/websites/travel_theme/yugen/www.experiencecommerce.com/showcase/lafarge-holcim	(from https://www.experiencecommerce.com/)
11:39:53	30135/30135	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202019%2006:11:22%20GMT	https://www.experiencecommerce.com/showcase/lafarge-holcim	D:/websites/travel_theme/yugen/www.experiencecommerce.com/showcase/lafarge-holcim.html	(from https://www.experiencecommerce.com/)
11:39:53	45444/45444	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Nov%202018%2016:51:49%20GMT	https://www.experiencecommerce.com/sites/default/files/2018-11/Kyoorius.png	D:/websites/travel_theme/yugen/www.experiencecommerce.com/sites/default/files/2018-11/Kyoorius.png	(from https://www.experiencecommerce.com/)
11:39:53	110997/110997	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Nov%202018%2013:03:45%20GMT	https://www.experiencecommerce.com/sites/default/files/2018-11/golaward-desktop%20(1).png	D:/websites/travel_theme/yugen/www.experiencecommerce.com/sites/default/files/2018-11/golaward-desktop%20(1).png	(from https://www.experiencecommerce.com/)
11:39:53	52809/52809	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Nov%202018%2013:02:24%20GMT	https://www.experiencecommerce.com/sites/default/files/2018-11/silveraward-desktop_0.png	D:/websites/travel_theme/yugen/www.experiencecommerce.com/sites/default/files/2018-11/silveraward-desktop_0.png	(from https://www.experiencecommerce.com/)
11:39:54	289644/289644	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Nov%202018%2013:07:35%20GMT	https://www.experiencecommerce.com/sites/default/files/2018-11/MRF_Award_Desk%20(1).jpg	D:/websites/travel_theme/yugen/www.experiencecommerce.com/sites/default/files/2018-11/MRF_Award_Desk%20(1).jpg	(from https://www.experiencecommerce.com/)
11:39:54	2033/2033	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Oct%202018%2011:03:26%20GMT	https://www.experiencecommerce.com/themes/bootstrap/images/circleArrow1.png	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/images/circleArrow1.png	(from https://www.experiencecommerce.com/)
11:39:54	218708/218708	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Nov%202018%2013:04:23%20GMT	https://www.experiencecommerce.com/sites/default/files/2018-11/Pitch-to-her%20(2)%20(1).png	D:/websites/travel_theme/yugen/www.experiencecommerce.com/sites/default/files/2018-11/Pitch-to-her%20(2)%20(1).png	(from https://www.experiencecommerce.com/)
11:39:54	456/456	---M--	302	error ('Found')	text/html	date:Sat,%2020%20Apr%202019%2006:11:24%20GMT	https://www.experiencecommerce.com//showcase/pitch-her	D:/websites/travel_theme/yugen/www.experiencecommerce.com/showcase/pitch-her	(from https://www.experiencecommerce.com/)
11:39:55	32605/32605	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202019%2006:11:24%20GMT	https://www.experiencecommerce.com/showcase/pitch-her	D:/websites/travel_theme/yugen/www.experiencecommerce.com/showcase/pitch-her.html	(from https://www.experiencecommerce.com/)
11:39:55	175925/175925	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Nov%202018%2013:02:59%20GMT	https://www.experiencecommerce.com/sites/default/files/2018-11/Lenovo%20(1).png	D:/websites/travel_theme/yugen/www.experiencecommerce.com/sites/default/files/2018-11/Lenovo%20(1).png	(from https://www.experiencecommerce.com/)
11:39:55	496/496	---M--	302	error ('Found')	text/html	date:Sat,%2020%20Apr%202019%2006:11:25%20GMT	https://www.experiencecommerce.com//showcase/lenovo-service-live	D:/websites/travel_theme/yugen/www.experiencecommerce.com/showcase/lenovo-service-live	(from https://www.experiencecommerce.com/)
11:39:56	34896/34896	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Apr%202019%2006:11:25%20GMT	https://www.experiencecommerce.com/showcase/lenovo-service-live	D:/websites/travel_theme/yugen/www.experiencecommerce.com/showcase/lenovo-service-live.html	(from https://www.experiencecommerce.com/)
11:39:56	6710/6710	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Nov%202018%2007:39:00%20GMT	https://www.experiencecommerce.com/themes/bootstrap/images/footer-logo.png	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/images/footer-logo.png	(from https://www.experiencecommerce.com/)
11:39:56	120455/120455	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2021%20Nov%202018%2006:18:32%20GMT	https://www.experiencecommerce.com/themes/bootstrap/scripts/dash.all.js	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/scripts/dash.all.js	(from https://www.experiencecommerce.com/)
11:39:56	1657/1657	---M--	200	added ('OK')	text/html	date:Tue,%2020%20Nov%202018%2015:12:02%20GMT	https://www.experiencecommerce.com/themes/bootstrap/video/ec2018_mobile/stream.mpd	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/video/ec2018_mobile/stream.html	(from https://www.experiencecommerce.com/)
11:39:57	1660/1660	---M--	200	added ('OK')	text/html	date:Tue,%2020%20Nov%202018%2014:39:28%20GMT	https://www.experiencecommerce.com/themes/bootstrap/video/ec2018_desk/stream.mpd	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/video/ec2018_desk/stream.html	(from https://www.experiencecommerce.com/)
11:39:57	41953/41953	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2021%20Sep%202018%2014:14:48%20GMT	https://www.experiencecommerce.com/themes/bootstrap/scripts/slick.min.js	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/scripts/slick.min.js	(from https://www.experiencecommerce.com/)
11:39:57	112880/112880	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2011%20Oct%202018%2007:20:46%20GMT	https://www.experiencecommerce.com/themes/bootstrap/scripts/TweenMax.min.js	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/scripts/TweenMax.min.js	(from https://www.experiencecommerce.com/)
11:39:58	9457/9457	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Nov%202018%2006:15:20%20GMT	https://www.experiencecommerce.com/themes/bootstrap/scripts/jquery.easing.1.3.js	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/scripts/jquery.easing.1.3.js	(from https://www.experiencecommerce.com/)
11:39:58	2771/2771	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2008:48:12%20GMT	https://www.experiencecommerce.com/themes/bootstrap/scripts/jquery.mousewheel.js	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/scripts/jquery.mousewheel.js	(from https://www.experiencecommerce.com/)
11:39:58	3019/3019	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Oct%202018%2008:37:02%20GMT	https://www.experiencecommerce.com/themes/bootstrap/scripts/rlaccordion.min.js	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/scripts/rlaccordion.min.js	(from https://www.experiencecommerce.com/)
11:39:58	78493/78493	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2015%20Oct%202018%2013:14:00%20GMT	https://www.experiencecommerce.com/themes/bootstrap/scripts/jquery.touchSwipe.js	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/scripts/jquery.touchSwipe.js	(from https://www.experiencecommerce.com/)
11:39:58	32127/32127	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2026%20Nov%202018%2015:22:41%20GMT	https://www.experiencecommerce.com/themes/bootstrap/scripts/jquery.vaccordion.js	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/scripts/jquery.vaccordion.js	(from https://www.experiencecommerce.com/)
11:39:59	45479/45479	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2021%20Sep%202018%2014:14:48%20GMT	https://www.experiencecommerce.com/themes/bootstrap/scripts/jquery.mCustomScrollbar.concat.min.js	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/scripts/jquery.mCustomScrollbar.concat.min.js	(from https://www.experiencecommerce.com/)
11:39:59	288061/288061	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2021%20Nov%202018%2009:38:38%20GMT	https://www.experiencecommerce.com/themes/bootstrap/scripts/hp-logo.js	D:/websites/travel_theme/yugen/www.experiencecommerce.com/themes/bootstrap/scripts/hp-logo.js	(from https://www.experiencecommerce.com/)
11:39:59	485/485	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2017%20Oct%202018%2022:19:50%20GMT	https://www.experiencecommerce.com/core/assets/vendor/domready/ready.min.js?v=1.0.8	D:/websites/travel_theme/yugen/www.experiencecommerce.com/core/assets/vendor/domready/ready.min7016.js	(from https://www.experiencecommerce.com/)
11:40:00	86659/86659	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2017%20Oct%202018%2022:19:50%20GMT	https://www.experiencecommerce.com/core/assets/vendor/jquery/jquery.min.js?v=3.2.1	D:/websites/travel_theme/yugen/www.experiencecommerce.com/core/assets/vendor/jquery/jquery.minf77b.js	(from https://www.experiencecommerce.com/)
11:40:00	16449/16449	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2017%20Oct%202018%2022:19:50%20GMT	https://www.experiencecommerce.com/core/assets/vendor/underscore/underscore-min.js?v=1.8.3	D:/websites/travel_theme/yugen/www.experiencecommerce.com/core/assets/vendor/underscore/underscore-mina532.js	(from https://www.experiencecommerce.com/)
